"Date","Price","Open","High","Low","Vol.","Change %"
"07/30/2023","16,071.1","16,363.3","16,448.0","16,059.8","","-1.79%"
"07/23/2023","16,363.3","16,289.1","16,458.9","16,254.2","","0.46%"
"07/16/2023","16,289.1","16,040.2","16,324.1","15,977.2","","1.55%"
"07/09/2023","16,040.2","15,671.6","16,130.7","15,648.7","","2.35%"
"07/02/2023","15,671.6","15,875.9","15,932.0","15,558.0","","-1.29%"
"06/25/2023","15,875.9","15,469.4","15,908.7","15,469.4","","2.63%"
"06/18/2023","15,469.4","15,795.1","15,795.1","15,449.8","","-2.06%"
"06/11/2023","15,795.1","15,499.9","15,904.2","15,483.0","","1.90%"
"06/04/2023","15,499.9","15,345.2","15,557.3","15,258.9","","1.01%"
"05/28/2023","15,345.2","15,078.7","15,365.7","14,810.6","","1.77%"
"05/21/2023","15,078.7","15,324.3","15,387.8","14,898.7","","-1.60%"
"05/14/2023","15,324.3","15,246.4","15,421.8","15,128.6","","0.51%"
"05/07/2023","15,246.4","15,380.9","15,448.7","15,167.8","","-0.87%"
"04/30/2023","15,380.9","15,545.9","15,622.6","15,055.4","","-1.06%"
"04/23/2023","15,545.9","15,578.9","15,623.0","15,201.1","","-0.21%"
"04/16/2023","15,578.9","15,601.8","15,710.5","15,512.6","","-0.15%"
"04/09/2023","15,601.8","15,379.1","15,707.8","15,297.8","","1.45%"
"04/02/2023","15,379.1","15,374.9","15,514.9","15,304.1","","0.03%"
"03/26/2023","15,374.9","14,758.6","15,377.0","14,758.6","","4.18%"
"03/19/2023","14,758.6","14,599.0","15,076.1","14,514.6","","1.09%"
"03/12/2023","14,599.0","14,894.2","15,044.6","14,471.1","","-1.98%"
"03/05/2023","14,894.2","15,721.1","15,772.6","14,830.9","","-5.26%"
"02/26/2023","15,721.1","15,464.5","15,732.7","15,342.7","","1.66%"
"02/19/2023","15,464.5","15,840.2","15,840.2","15,347.3","","-2.37%"
"02/12/2023","15,840.2","15,910.7","16,131.8","15,732.8","","-0.44%"
"02/05/2023","15,910.7","15,999.4","16,077.0","15,787.2","","-0.55%"
"01/29/2023","15,999.4","15,962.6","16,222.2","15,809.7","","0.23%"
"01/22/2023","15,962.6","15,777.5","16,032.1","15,681.8","","1.17%"
"01/15/2023","15,777.5","15,918.4","15,973.3","15,504.1","","-0.89%"
"01/08/2023","15,918.4","15,539.7","15,940.6","15,464.2","","2.44%"
"01/01/2023","15,539.7","15,184.3","15,568.9","15,053.2","","2.34%"
"12/25/2022","15,184.3","15,188.5","15,269.1","15,033.5","","-0.03%"
"12/18/2022","15,188.5","15,018.2","15,250.9","14,866.8","","1.13%"
"12/11/2022","15,018.2","15,291.0","15,819.1","14,920.2","","-1.78%"
"12/04/2022","15,291.0","15,767.0","15,767.0","15,240.9","","-3.02%"
"11/27/2022","15,767.0","15,605.7","15,854.1","15,350.1","","1.03%"
"11/20/2022","15,605.7","15,309.8","15,625.7","15,180.2","","1.93%"
"11/13/2022","15,309.8","15,320.4","15,485.5","15,071.2","","-0.28%"
"11/06/2022","15,352.7","14,702.8","15,388.1","14,569.0","","4.42%"
"10/30/2022","14,702.8","14,795.6","14,929.4","14,297.1","","-0.63%"
"10/23/2022","14,795.6","14,144.0","14,802.2","14,085.4","","4.61%"
"10/16/2022","14,144.0","13,607.3","14,207.8","13,607.3","","3.94%"
"10/09/2022","13,607.3","13,798.3","14,041.9","13,278.6","","-1.38%"
"10/02/2022","13,798.3","13,472.2","14,340.9","13,472.2","","2.42%"
"09/25/2022","13,472.2","13,797.0","13,894.6","13,467.0","","-2.35%"
"09/18/2022","13,797.0","14,573.9","14,677.5","13,640.9","","-5.33%"
"09/11/2022","14,573.9","15,190.8","15,397.1","14,468.9","","-4.06%"
"09/04/2022","15,190.8","14,689.5","15,222.8","14,562.8","","3.41%"
"08/28/2022","14,689.5","15,178.2","15,229.3","14,576.6","","-3.22%"
"08/21/2022","15,178.2","15,588.3","15,628.4","15,177.2","","-2.63%"
"08/14/2022","15,588.3","15,804.4","15,897.7","15,555.5","","-1.37%"
"08/07/2022","15,804.4","15,273.2","15,805.8","15,225.2","","3.48%"
"07/31/2022","15,273.2","15,327.7","15,328.3","15,100.6","","-0.36%"
"07/24/2022","15,327.7","14,790.8","15,354.7","14,761.3","","3.63%"
"07/17/2022","14,790.8","14,449.7","14,946.3","14,376.9","","2.36%"
"07/10/2022","14,449.7","14,642.3","14,642.3","13,988.9","","-1.32%"
"07/03/2022","14,642.3","14,636.8","14,726.6","14,218.0","","0.04%"
"06/26/2022","14,636.8","14,811.5","15,028.0","14,321.2","","-1.18%"
"06/19/2022","14,811.5","14,097.0","14,813.2","14,097.0","","5.07%"
"06/12/2022","14,097.0","15,096.7","15,096.7","13,993.2","","-6.62%"
"06/05/2022","15,096.7","15,797.2","16,022.8","15,078.1","","-4.43%"
"05/29/2022","15,797.2","15,942.6","15,960.8","15,588.8","","-0.91%"
"05/22/2022","15,942.6","15,081.0","15,942.8","15,056.4","","5.71%"
"05/15/2022","15,081.0","15,257.4","15,544.5","14,785.2","","-1.16%"
"05/08/2022","15,257.4","15,566.6","15,566.6","14,695.7","","-1.99%"
"05/01/2022","15,566.6","15,615.2","16,139.7","15,324.7","","-0.31%"
"04/24/2022","15,615.2","16,056.9","16,095.7","15,593.2","","-2.75%"
"04/17/2022","16,056.9","16,511.5","16,882.6","16,047.5","","-2.75%"
"04/10/2022","16,511.5","16,690.0","16,693.5","16,419.1","","-1.07%"
"04/03/2022","16,690.0","16,787.8","16,889.4","16,449.8","","-0.58%"
"03/27/2022","16,787.8","16,792.8","17,034.9","16,640.1","","-0.03%"
"03/20/2022","16,792.8","16,612.6","16,794.2","16,515.0","","1.08%"
"03/13/2022","16,612.6","15,753.7","16,616.0","15,635.8","","5.45%"
"03/06/2022","15,753.7","16,129.7","16,129.7","15,621.8","","-2.33%"
"02/27/2022","16,129.7","16,428.0","16,435.0","15,954.2","","-1.82%"
"02/20/2022","16,428.0","16,392.3","16,432.8","15,571.4","","0.22%"
"02/13/2022","16,392.3","16,665.0","16,813.0","16,333.5","","-1.64%"
"02/06/2022","16,665.0","16,701.6","17,160.3","16,600.3","","-0.22%"
"01/30/2022","16,701.6","16,397.9","16,926.2","16,344.7","","1.85%"
"01/23/2022","16,397.9","16,397.3","16,598.2","15,816.1","","0.00%"
"01/16/2022","16,397.3","17,219.1","17,219.1","16,363.0","","-4.77%"
"01/09/2022","17,219.1","17,166.3","17,442.5","16,894.9","","0.31%"
"01/02/2022","17,166.3","17,164.1","17,415.6","17,049.0","","0.01%"
"12/26/2021","17,164.1","16,963.4","17,238.7","16,963.4","","1.18%"
"12/19/2021","16,963.4","16,668.6","17,011.5","16,310.6","","1.77%"
"12/12/2021","16,668.6","16,856.6","16,985.1","16,567.2","","-1.12%"
"12/05/2021","16,856.6","16,347.9","16,923.7","16,347.9","","3.11%"
"11/28/2021","16,347.9","16,624.9","16,794.5","16,133.2","","-1.67%"
"11/21/2021","16,624.9","16,974.0","17,082.7","16,546.6","","-2.06%"
"11/14/2021","16,974.0","17,297.7","17,364.3","16,965.8","","-1.87%"
"11/07/2021","17,297.7","17,242.4","17,341.8","17,145.0","","0.32%"
"10/31/2021","17,242.4","17,016.4","17,306.2","17,016.4","","1.33%"
"10/24/2021","17,016.4","17,122.2","17,228.3","16,920.4","","-0.62%"
"10/17/2021","17,122.2","16,871.7","17,157.4","16,776.6","","1.48%"
"10/10/2021","16,871.7","16,517.2","16,914.7","16,359.4","","2.15%"
"10/03/2021","16,517.2","16,323.7","16,601.7","16,096.9","","1.19%"
"09/26/2021","16,323.7","16,539.2","16,658.5","16,094.5","","-1.30%"
"09/19/2021","16,539.2","16,460.3","16,627.0","15,988.0","","0.48%"
"09/12/2021","16,460.3","16,563.5","16,689.0","16,442.4","","-0.62%"
"09/05/2021","16,563.5","16,909.7","16,909.7","16,562.6","","-2.05%"
"08/29/2021","16,909.7","16,844.8","16,944.5","16,783.0","","0.39%"
"08/22/2021","16,844.8","16,516.7","16,858.4","16,516.7","","1.99%"
"08/15/2021","16,516.7","16,868.1","16,868.1","16,345.4","","-2.08%"
"08/08/2021","16,868.1","16,748.1","16,887.2","16,678.5","","0.72%"
"08/01/2021","16,748.1","16,602.3","16,775.9","16,509.6","","0.88%"
"07/25/2021","16,602.3","16,552.4","16,750.7","16,430.5","","0.30%"
"07/18/2021","16,552.4","16,364.7","16,564.1","15,954.7","","1.15%"
"07/11/2021","16,364.7","16,633.3","16,681.7","16,345.5","","-1.61%"
"07/04/2021","16,633.3","16,674.8","16,674.8","16,245.5","","-0.25%"
"06/27/2021","16,674.8","16,658.8","16,689.4","16,517.0","","0.10%"
"06/20/2021","16,658.8","16,144.0","16,678.0","16,144.0","","3.19%"
"06/13/2021","16,144.0","16,694.9","16,694.9","16,142.5","","-3.30%"
"06/06/2021","16,694.9","16,708.7","16,727.0","16,607.1","","-0.08%"
"05/30/2021","16,708.7","16,555.7","16,718.7","16,530.2","","0.92%"
"05/23/2021","16,555.7","16,375.0","16,588.7","16,375.0","","1.10%"
"05/16/2021","16,375.0","16,415.4","16,475.0","16,040.4","","-0.25%"
"05/09/2021","16,415.4","16,590.4","16,685.9","16,030.3","","-1.05%"
"05/02/2021","16,590.4","16,219.3","16,598.0","16,157.0","","2.29%"
"04/25/2021","16,219.3","16,206.0","16,413.3","16,199.5","","0.08%"
"04/18/2021","16,206.0","16,186.3","16,246.4","15,887.4","","0.12%"
"04/11/2021","16,186.3","15,956.4","16,207.1","15,902.2","","1.44%"
"04/04/2021","15,956.4","15,752.2","15,956.4","15,752.2","","1.30%"
"03/28/2021","15,752.2","15,682.5","15,752.3","15,522.7","","0.44%"
"03/21/2021","15,682.5","15,562.3","15,687.2","15,138.7","","0.77%"
"03/14/2021","15,562.3","15,715.2","15,797.9","15,454.1","","-0.97%"
"03/07/2021","15,715.2","15,251.8","15,717.8","15,236.9","","3.04%"
"02/28/2021","15,251.8","15,010.5","15,396.5","14,765.5","","1.61%"
"02/21/2021","15,010.5","15,362.7","15,566.5","14,944.0","","-2.29%"
"02/14/2021","15,362.7","15,370.2","15,483.2","15,205.0","","-0.04%"
"02/07/2021","15,369.6","15,069.6","15,373.8","15,069.6","","1.99%"
"01/31/2021","15,069.6","14,397.2","15,088.0","14,397.2","","4.67%"
"01/24/2021","14,397.2","14,951.8","14,995.5","14,328.5","","-3.71%"
"01/17/2021","14,951.8","14,894.2","15,114.1","14,881.4","","0.39%"
"01/10/2021","14,894.2","14,966.8","15,129.1","14,791.6","","-0.49%"
"01/03/2021","14,966.8","14,524.8","15,006.2","14,258.2","","3.04%"
"12/27/2020","14,524.8","14,382.5","14,533.2","14,371.9","","0.99%"
"12/20/2020","14,382.5","14,467.8","14,467.8","14,171.8","","-0.59%"
"12/13/2020","14,467.8","14,355.3","14,529.9","14,214.0","","0.78%"
"12/06/2020","14,355.3","14,417.3","14,476.7","14,260.9","","-0.43%"
"11/29/2020","14,417.3","14,198.5","14,417.4","13,977.0","","1.54%"
"11/22/2020","14,198.5","13,827.0","14,271.1","13,827.0","","2.69%"
"11/15/2020","13,827.0","13,761.3","14,004.6","13,714.3","","0.48%"
"11/08/2020","13,761.3","13,218.7","13,930.9","13,218.7","","4.10%"
"11/01/2020","13,218.7","12,429.3","13,270.5","12,429.3","","6.35%"
"10/25/2020","12,429.3","13,199.9","13,199.9","12,293.8","","-5.84%"
"10/18/2020","13,199.9","13,169.3","13,247.8","12,999.4","","0.23%"
"10/11/2020","13,169.3","13,252.6","13,350.6","12,961.0","","-0.63%"
"10/04/2020","13,252.6","12,749.8","13,297.0","12,749.8","","3.94%"
"09/27/2020","12,749.8","12,485.4","12,803.5","12,485.4","","2.12%"
"09/20/2020","12,485.4","12,617.5","12,833.6","12,229.0","","-2.71%"
"09/13/2020","12,833.6","12,868.3","13,128.7","12,779.4","","0.47%"
"09/06/2020","12,773.0","12,777.5","12,969.5","12,659.2","","-1.12%"
"08/30/2020","12,917.1","13,134.4","13,299.7","12,723.8","","-1.93%"
"08/23/2020","13,171.0","12,905.0","13,174.0","12,881.4","","2.83%"
"08/16/2020","12,809.1","12,942.3","12,975.5","12,739.0","","-0.72%"
"08/09/2020","12,902.5","12,797.8","13,010.9","12,796.2","","1.07%"
"08/02/2020","12,765.8","12,513.2","12,766.0","12,470.9","","2.41%"
"07/26/2020","12,465.0","12,481.0","12,688.7","12,320.7","","0.03%"
"07/19/2020","12,461.8","12,413.1","12,617.2","12,352.7","","0.48%"
"07/12/2020","12,402.7","12,159.8","12,427.5","11,963.5","","2.71%"
"07/05/2020","12,075.6","12,181.3","12,218.2","11,831.0","","0.70%"
"06/28/2020","11,991.5","11,683.1","12,138.8","11,605.5","","3.34%"
"06/21/2020","11,604.4","11,963.3","12,176.4","11,578.8","","-3.14%"
"06/14/2020","11,980.1","11,565.8","12,318.8","11,525.4","","0.95%"
"06/07/2020","11,867.2","12,734.5","12,836.7","11,636.0","","-6.12%"
"05/31/2020","12,641.4","11,799.9","12,752.1","11,781.9","","7.10%"
"05/24/2020","11,803.0","11,636.5","11,939.7","11,590.3","","4.16%"
"05/17/2020","11,332.0","11,282.9","11,477.3","11,247.3","","3.51%"
"05/10/2020","10,947.3","11,244.2","11,345.4","10,551.5","","-3.58%"
"05/03/2020","11,354.3","10,965.8","11,360.1","10,900.4","","2.67%"
"04/26/2020","11,058.6","11,106.0","11,675.3","11,011.5","","0.37%"
"04/19/2020","11,017.9","11,016.9","11,181.8","10,667.3","","-1.70%"
"04/12/2020","11,208.3","11,136.6","11,241.2","10,718.1","","0.64%"
"04/05/2020","11,136.6","10,264.1","11,272.5","10,233.0","","12.71%"
"03/29/2020","9,880.6","10,238.1","10,499.8","9,766.8","","-3.01%"
"03/22/2020","10,187.2","9,014.6","10,556.9","8,664.9","","11.54%"
"03/15/2020","9,133.2","10,852.0","10,852.0","8,953.6","","-15.84%"
"03/08/2020","10,852.0","11,748.6","11,794.0","10,054.5","","-12.14%"
"03/01/2020","12,352.0","12,441.4","13,015.7","12,106.7","","-0.23%"
"02/23/2020","12,381.0","13,654.0","13,654.0","12,024.5","","-11.41%"
"02/16/2020","13,975.8","14,047.9","14,116.0","13,931.1","","-0.86%"
"02/09/2020","14,097.3","13,904.0","14,148.2","13,899.5","","1.19%"
"02/02/2020","13,931.9","13,655.9","14,069.3","13,655.9","","2.33%"
"01/26/2020","13,614.1","13,746.6","13,922.4","13,573.0","","-2.61%"
"01/19/2020","13,978.5","14,126.1","14,168.2","13,920.6","","-1.44%"
"01/12/2020","14,183.2","13,980.5","14,183.3","13,963.9","","1.61%"
"01/05/2020","13,958.0","13,856.7","14,021.6","13,852.7","","0.29%"
"12/29/2019","13,917.0","13,951.3","14,003.4","13,844.0","","-0.19%"
"12/22/2019","13,944.1","13,906.9","13,978.6","13,885.6","","0.40%"
"12/15/2019","13,889.2","13,781.6","13,914.3","13,781.6","","1.40%"
"12/08/2019","13,697.3","13,570.5","13,773.1","13,521.2","","0.80%"
"12/01/2019","13,588.3","13,554.3","13,612.1","13,280.0","","0.32%"
"11/24/2019","13,545.2","13,471.5","13,611.5","13,471.5","","0.78%"
"11/17/2019","13,441.0","13,488.5","13,508.9","13,360.7","","-0.39%"
"11/10/2019","13,493.0","13,347.3","13,493.0","13,325.5","","0.64%"
"11/03/2019","13,407.8","13,321.2","13,437.0","13,319.8","","0.81%"
"10/27/2019","13,300.3","13,183.9","13,300.4","13,116.6","","1.17%"
"10/20/2019","13,146.2","13,019.2","13,170.7","13,019.2","","1.07%"
"10/13/2019","13,006.6","12,923.5","13,078.1","12,884.0","","0.62%"
"10/06/2019","12,926.9","12,816.2","13,025.2","12,589.8","","0.74%"
"09/29/2019","12,831.5","12,988.9","13,038.1","12,482.0","","-1.08%"
"09/22/2019","12,972.0","13,084.8","13,128.0","12,913.4","","-0.93%"
"09/15/2019","13,093.8","13,134.0","13,177.9","13,024.9","","-0.23%"
"09/08/2019","13,124.3","12,975.0","13,171.5","12,900.8","","1.48%"
"09/01/2019","12,933.4","12,720.2","12,963.6","12,600.7","","1.54%"
"08/25/2019","12,736.9","12,430.7","12,785.4","12,426.1","","2.58%"
"08/18/2019","12,416.5","12,687.8","12,750.3","12,370.1","","-1.30%"
"08/11/2019","12,580.4","12,688.8","12,789.1","12,325.9","","-1.32%"
"08/04/2019","12,748.4","12,839.5","12,839.5","12,408.3","","-0.71%"
"07/28/2019","12,839.5","13,235.5","13,249.0","12,767.0","","-2.99%"
"07/21/2019","13,235.5","13,112.0","13,244.0","13,087.5","","0.94%"
"07/14/2019","13,112.0","13,234.8","13,255.1","13,089.5","","-0.93%"
"07/07/2019","13,234.8","13,210.9","13,237.2","13,091.9","","0.18%"
"06/30/2019","13,210.9","13,049.7","13,239.9","13,049.7","","1.24%"
"06/23/2019","13,049.7","13,047.2","13,061.2","12,912.0","","0.02%"
"06/16/2019","13,047.2","12,789.7","13,095.6","12,769.5","","2.03%"
"06/09/2019","12,787.2","12,821.5","12,900.8","12,767.9","","0.17%"
"06/02/2019","12,765.9","12,288.5","12,814.8","12,273.1","","4.09%"
"05/26/2019","12,264.5","12,597.7","12,628.6","12,238.4","","-2.52%"
"05/19/2019","12,581.4","12,615.7","12,732.9","12,461.4","","-0.60%"
"05/12/2019","12,657.6","12,617.2","12,800.9","12,480.3","","-1.02%"
"05/05/2019","12,788.1","13,037.9","13,037.9","12,569.8","","-1.92%"
"04/28/2019","13,037.9","12,992.7","13,069.1","12,860.6","","0.36%"
"04/21/2019","12,991.2","12,900.4","13,011.0","12,850.1","","0.53%"
"04/14/2019","12,922.7","12,979.3","13,002.8","12,869.9","","-0.36%"
"04/07/2019","12,969.5","12,927.7","12,995.0","12,834.5","","0.32%"
"03/31/2019","12,927.7","12,775.8","12,927.9","12,773.5","","1.82%"
"03/24/2019","12,696.9","12,526.5","12,704.6","12,486.1","","1.26%"
"03/17/2019","12,539.4","12,732.3","12,854.8","12,533.3","","-1.39%"
"03/10/2019","12,715.8","12,429.9","12,749.6","12,429.9","","2.42%"
"03/03/2019","12,415.1","12,729.0","12,737.5","12,336.5","","-2.25%"
"02/24/2019","12,700.7","12,746.4","12,769.6","12,637.9","","0.05%"
"02/17/2019","12,694.5","12,567.7","12,700.1","12,560.4","","0.72%"
"02/10/2019","12,603.5","12,304.8","12,603.8","12,275.0","","2.53%"
"02/03/2019","12,292.1","12,315.5","12,432.0","12,186.7","","-0.30%"
"01/27/2019","12,329.7","12,040.7","12,350.5","11,984.9","","1.67%"
"01/20/2019","12,127.2","12,075.4","12,164.5","11,926.8","","-0.20%"
"01/13/2019","12,151.8","11,783.5","12,164.7","11,745.6","","2.56%"
"01/06/2019","11,848.0","11,539.4","11,851.5","11,502.3","","2.73%"
"12/30/2018","11,533.3","11,338.2","11,559.0","11,169.5","","2.15%"
"12/23/2018","11,291.0","10,976.2","11,418.9","10,723.7","","2.30%"
"12/16/2018","11,036.8","11,716.1","11,752.7","11,013.4","","-6.11%"
"12/09/2018","11,755.4","11,922.7","12,075.0","11,696.6","","-1.56%"
"12/02/2018","11,941.9","12,602.9","12,624.8","11,852.8","","-4.14%"
"11/25/2018","12,457.5","12,111.2","12,464.4","12,111.2","","3.50%"
"11/18/2018","12,036.2","12,388.1","12,407.8","12,016.1","","-2.94%"
"11/11/2018","12,400.3","12,517.7","12,523.0","12,146.1","","-1.09%"
"11/04/2018","12,537.5","12,364.4","12,682.1","12,364.4","","1.75%"
"10/28/2018","12,321.8","12,084.5","12,449.9","11,820.3","","2.88%"
"10/21/2018","11,977.0","12,474.1","12,489.8","11,847.8","","-3.86%"
"10/14/2018","12,457.3","12,437.7","12,653.9","12,397.2","","0.14%"
"10/07/2018","12,439.4","12,955.7","13,014.9","12,299.0","","-4.25%"
"09/30/2018","12,992.0","13,146.3","13,175.6","12,935.6","","-0.69%"
"09/23/2018","13,082.5","13,235.2","13,237.8","13,065.9","","-1.16%"
"09/16/2018","13,236.4","13,059.2","13,261.8","13,020.6","","1.42%"
"09/09/2018","13,050.5","12,952.1","13,064.9","12,873.4","","1.08%"
"09/02/2018","12,911.1","12,976.0","12,993.2","12,875.6","","-0.81%"
"08/26/2018","13,016.9","13,043.4","13,148.4","12,965.5","","0.13%"
"08/19/2018","12,999.4","12,930.1","13,032.2","12,922.8","","0.71%"
"08/12/2018","12,908.3","12,836.6","12,928.2","12,648.3","","0.50%"
"08/05/2018","12,843.5","12,939.8","13,039.6","12,818.0","","-0.85%"
"07/29/2018","12,953.3","12,936.8","12,989.5","12,803.9","","0.25%"
"07/22/2018","12,921.3","12,788.5","12,985.6","12,765.6","","1.03%"
"07/15/2018","12,789.9","12,758.5","12,825.7","12,717.1","","0.16%"
"07/08/2018","12,769.5","12,712.3","12,820.1","12,665.6","","0.83%"
"07/01/2018","12,664.9","12,430.7","12,684.4","12,400.5","","1.29%"
"06/24/2018","12,504.2","12,585.0","12,607.4","12,377.0","","-1.07%"
"06/17/2018","12,639.6","12,660.7","12,711.7","12,539.8","","-0.75%"
"06/10/2018","12,734.6","12,845.1","12,889.0","12,660.0","","-0.76%"
"06/03/2018","12,832.1","12,620.8","12,833.6","12,620.8","","1.67%"
"05/27/2018","12,620.8","12,516.5","12,647.9","12,391.1","","-0.11%"
"05/20/2018","12,634.9","12,771.6","12,853.3","12,606.9","","-0.65%"
"05/13/2018","12,717.4","12,791.9","12,821.5","12,668.8","","-0.35%"
"05/06/2018","12,761.8","12,493.4","12,788.8","12,458.2","","2.15%"
"04/29/2018","12,493.4","12,615.4","12,641.9","12,255.9","","-0.80%"
"04/22/2018","12,594.0","12,618.1","12,675.9","12,408.8","","-0.10%"
"04/15/2018","12,607.2","12,601.4","12,774.4","12,571.2","","0.49%"
"04/08/2018","12,546.0","12,412.9","12,640.9","12,374.9","","1.59%"
"04/01/2018","12,349.1","12,432.9","12,605.1","12,107.7","","-0.83%"
"03/25/2018","12,452.1","12,327.1","12,517.3","12,241.5","","2.25%"
"03/18/2018","12,177.7","12,755.5","12,776.3","12,166.5","","-4.75%"
"03/11/2018","12,784.4","12,930.4","12,963.4","12,722.9","","-1.04%"
"03/04/2018","12,918.8","12,498.5","12,918.8","12,482.8","","2.87%"
"02/25/2018","12,558.0","12,922.2","13,018.1","12,391.2","","-2.53%"
"02/18/2018","12,884.1","12,817.1","12,896.9","12,687.2","","0.08%"
